,time,age,state,gender,occupation,covid_stress,living_with,contacts,covid_info_time,P1,P2,P3,P4,P6,P5a,P5b,P5c,P5d,P5e,P5f,P5g,P5h,P5i,P5j,P7,P8,P9,G1,G2,G3,G4,G5,G6,G7,12grade_nextstep,12grade_choices ,12grade_W1,12grade_W2,12grade_W3,12grade_W4,12grade_W5,12grade_W6,emp_salary_cut,emp_travel,emp_transport,emp_personal_life,emp_pressure,emp_workplace,emp_workflow ,emp_layoffs,emp_fear,emp_screening,emp_canteen,emp_children,emp_body ,emp_preference,emp_performance,unemp_reason,unemp_newjob,unemp_support,unemp_borrow,school_grade,school_hours,school_focus ,school_parents_monitor,school_parents_involve,school_S1 ,school_S2,school_S3,school_S4,school_S5,school_S6,school_S7,school_S8,school_S9,school_S10,school_S11,school_S12,school_S13,school_tuition,school_body,school_rating,college_type,college_focus ,college_parents_monitor ,college_parents_involve,college_S1,college_S2,college_S14,college_S3,college_S4,college_S5,college_S15,college_S7,college_S6,college_S8,college_S9,college_S10,college_S11,college_S12,college_S13,college_hours,college_wakeup,college_rating,college_body,healthcare_contact,healthcare_extra_hours,healthcare_ppe,healthcare_stay,healthcare_mistreat,healthcare_career_risk,healthcare_salary_cut,healthcare_perks,healthcare_food,healthcare_shifts,healthcare_benifits,healthcare_regret,finalyear_plan,finalyear_hours,finalyear_change,finalyear_placements_virtual,finalyear_ms_choices,finalyear_ms_uncertain,finalyear_ms_anxious,finalyear_confidence,finalyear_placements_number,finalyear_S1,finalyear_S2,finalyear_S14,finalyear_S3,finalyear_S4,finalyear_S5,finalyear_S15,finalyear_S7,finalyear_S6,finalyear_S8,finalyear_S9,finalyear_S10,finalyear_S11,finalyear_S12,finalyear_S13,home_workload,home_sharing,home_hustle,home_financial_constraints,home_privacy,home_children,old_delivery,old_status,old_govt_benefits,old_friends,old_entertainment,old_medical_reviews,old_dependent,old_tech,healthcare_type,gad7
520,9/11/2020 9:28:15,22.0,Tamil Nadu,Female,Student in Final Year of College,Medium,No,Yes. And it is worrying.,<1 hour/day,2:00:00 AM,30.0,11:00:00 AM,10.0,Fairly Bad,Once or twice a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Three or more times a week,Three or more times a week,Once or twice a week,Less than once a week,Less than once a week,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Several days,Not at all,Several days,Several days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start a business,0.0,Yes,There is no difference,No,,,2.0,No,Very Low,Very Low,Very Low,,,,,,,,,Very Low,,,,,,,,,,,,,,,,,,,3
521,9/11/2020 9:35:40,21.0,Uttar Pradesh,Male,Student in Final Year of College,Medium,No,No.,<1 hour/day,2:00:00 AM,5.0,8:00:00 AM,5.0,Fairly good,Less than once a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Once or twice a week,Less than once a week,Not during the past month.,Not during the past month.,Once or twice a week.,Nearly every day,Nearly every day,Nearly every day,More than half the days,Not at all,Nearly every day,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),30.0,No,Normal process is better.,,No. I need to apply for 2021 or cancel the plan and try off-campus for a job.,,3.0,No,Very Low,,Medium,Medium,High,Medium,Low,Low,Low,Low,Medium,High,Low,Low,Medium,,,,,,,,,,,,,,,,16
522,9/11/2020 9:59:13,18.0,Tamil Nadu,Female,Student in college but not final year.,Medium,No,No.,<1 hour/day,2:00:00 AM,30.0,8:45:00 AM,6.0,Fairly good,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month.,Less than once a week.,Not during the past month.,Several days,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st year college,Yes,Yes,"Yes, they complement it. And I feel positive about it.",,,,,,,,,,Low,Medium,High,,,,24.0,Everyday.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
523,9/11/2020 10:20:22,20.0,Tamil Nadu,Female,Student in Final Year of College,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,2:00:00 AM,60.0,7:30:00 AM,6.0,Fairly Bad,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Less than once a week,Not during the past month,Not during the past month.,Not during the past month.,Three or more times a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies outside India,30.0,No,Normal process is better.,Yes,No. I need to apply for 2021 or cancel the plan and try off-campus for a job.,Yes,3.0,No,Medium,Medium,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,High,,,,,,,,,,,,,,,,20
524,9/11/2020 10:52:03,20.0,Tamil Nadu,Female,Student in college but not final year.,Medium,No,Yes. And it is worrying.,<1 hour/day,12:00:00 AM,120.0,8:30:00 AM,7.0,Fairly good,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Three or more times a week,Less than once a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month.,Less than once a week.,Three or more times a week.,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering,No,No,They are not involved at all.,,Very Low,High,Medium,Low,Low,Very High,Very High,High,High,High,High,Very High,Very High,Very High,22.0,Most of the time.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
525,9/11/2020 11:14:14,19.0,Gujarat,Male,Student in college but not final year.,Low,No,No.,<1 hour/day,4:30:00 AM,20.0,10:30:00 AM,5.0,Very good,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS-MS,No,No,They are not involved at all.,,,,,,,,,,,,,,,,5.0,I've missed quite a lot of classes because I can't wake up.,2.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
526,9/11/2020 11:22:08,21.0,West Bengal,Male,Student in college but not final year.,Medium,No,No.,<1 hour/day,2:30:00 AM,15.0,10:30:00 AM,7.5,Fairly good,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Several days,More than half the days,More than half the days,Several days,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS-MS Dual course 3rd year,No,No,"Yes, they complement it. And I feel positive about it.",Very Low,,Very Low,Very Low,,,Very Low,Low,Medium,Very Low,Medium,Medium,,,Very Low,8.0,Most of the time.,4.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
527,9/11/2020 12:09:38,21.0,West Bengal,Female,Student in college but not final year.,High,Yes,Yes. And it is worrying.,>3 hours/day,2:00:00 AM,10.0,9:00:00 AM,7.0,Fairly good,Once or twice a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Several days,Several days,Several days,Not at all,Several days,More than half the days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law,No,No,They are not involved at all.,,,,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,25.0,Most of the time.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
528,9/11/2020 13:02:16,19.0,Maharashtra,Female,Student in college but not final year.,Medium,No,No.,<1 hour/day,3:00:00 AM,15.0,12:15:00 PM,7.0,Fairly good,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Less than once a week,Not during the past month.,Not during the past month.,Three or more times a week.,More than half the days,Nearly every day,Nearly every day,Nearly every day,Several days,Nearly every day,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science,No,No,They are not involved at all.,Low,Medium,Medium,Low,Medium,Very Low,Low,Very Low,Very Low,Medium,Medium,Medium,Very Low,Very Low,Low,20.0,Most of the time.,4.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
529,9/11/2020 13:22:30,19.0,Gujarat,Male,Student in college but not final year.,Medium,Yes,No.,<1 hour/day,5:00:00 AM,30.0,2:00:00 PM,9.0,Fairly good,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Once or twice a week.,Three or more times a week.,Not at all,Not at all,Not at all,Not at all,Not at all,More than half the days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physics,Yes,No,They are not involved at all.,,,,,,,,,,,,Low,,,,3.0,Most of the time.,2.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
530,9/11/2020 15:08:18,18.0,Tamil Nadu,Female,Student in college but not final year.,Medium,No,Yes. And it is worrying.,1-2 hours/day,12:00:00 AM,30.0,8:00:00 AM,8.0,Fairly good,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month.,Not during the past month.,Three or more times a week.,More than half the days,More than half the days,More than half the days,Several days,More than half the days,More than half the days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B.tech cse,No,No,They are not involved at all.,Low,Low,Very High,High,Medium,Medium,Medium,Medium,Very High,High,Very Low,Very Low,Very Low,Low,Medium,21.0,Most of the time.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
531,9/11/2020 16:30:38,21.0,Delhi,Female,Student in college but not final year.,Medium,No,No.,<1 hour/day,11:00:00 PM,60.0,9:00:00 AM,10.0,Very good,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,More than half the days,More than half the days,Several days,Nearly every day,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBBS,No,No,They interfere a lot more now. And I don't like it.,,,,Medium,Very High,Very High,Very High,High,High,Very High,High,High,Very High,Very High,Low,14.0,Most of the time.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
532,9/11/2020 18:03:04,39.0,Kerala,Female,Working Professional,Low,No,No.,<1 hour/day,10:30:00 PM,30.0,7:00:00 AM,8.0,Fairly good,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,No,We work from home.,,Yes,Yes,Yes,Yes,No,0.0,We work from Home.,0.0,1.0,No,Working from home.,It's the same as before.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
533,9/11/2020 18:11:14,35.0,Tamil Nadu,Female,Working Professional,Low,No,No.,<1 hour/day,10:00:00 PM,10.0,6:30:00 AM,8.0,Fairly good,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,,,,,,,,,No,We work from home.,,Yes,Yes,,Yes,No,0.0,We work from Home.,0.0,1.0,Yes,Going to my workplace.,Yes. It has gotten better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
534,9/11/2020 18:16:27,19.0,Tamil Nadu,Male,Student in college but not final year.,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,2:00:00 AM,60.0,10:00:00 AM,7.0,Fairly Bad,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Three or more times a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine,No,No,They interfere a lot more now. And I don't like it.,,,Very High,,,,Very High,Very Low,,Very High,Very High,Very High,Very High,Very High,Very Low,13.0,Most of the time.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
535,9/11/2020 18:19:08,22.0,Kerala,Female,Student in college but not final year.,Low,No,No.,<1 hour/day,12:00:00 AM,60.0,8:00:00 AM,6.0,Fairly good,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBBS,No,No,They are not involved at all.,,,,,Medium,Medium,Very High,Low,Very Low,Very Low,,Low,Medium,,Low,17.0,Everyday.,3.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
536,9/11/2020 18:20:40,20.0,Tamil Nadu,Male,Student in college but not final year.,Low,No,Yes. But I am not fazed by it.,<1 hour/day,2:00:00 AM,10.0,11:00:00 AM,9.0,Fairly good,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Three or more times a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mbbs,College is not functioning. There are no online classes.,No,They are not involved at all.,Medium,Medium,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0.0,Everyday.,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
537,9/11/2020 18:20:47,43.0,Tamil Nadu,Female,Professor ,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,11:00:00 PM,30.0,5:15:00 AM,6.0,Fairly good,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Once or twice a week,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,More than half the days,More than half the days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
538,9/11/2020 18:22:28,21.0,Tamil Nadu,Male,Student in college but not final year.,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,10:30:00 PM,1.0,7:00:00 AM,7.0,Fairly good,Once or twice a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Three or more times a week,Less than once a week,Less than once a week,Not during the past month.,Not during the past month.,Three or more times a week.,More than half the days,More than half the days,More than half the days,Several days,Nearly every day,More than half the days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mbbs,No,No,They are not involved at all.,High,High,Low,High,Very Low,Very Low,Very Low,High,Low,Low,Low,Low,Medium,Medium,Low,7.0,Everyday.,3.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
539,9/11/2020 18:22:41,21.0,Kerala,Female,Student in college but not final year.,Low,No,No.,<1 hour/day,12:00:00 PM,1.0,10:00:00 AM,10.0,Fairly good,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mbbs,No,No,They are not involved at all.,,,,,,,,,,,,,,,,12.0,Most of the time.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
540,9/11/2020 18:29:48,21.0,Kerala,Female,Student in college but not final year.,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,12:00:00 AM,30.0,8:00:00 AM,8.0,Fairly good,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Once or twice a week,Less than once a week,Once or twice a week,Less than once a week,Less than once a week,Not during the past month.,Not during the past month.,Once or twice a week.,More than half the days,Several days,Nearly every day,Several days,Not at all,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mbbs,Yes,No,"Yes, they complement it. And I feel positive about it.",Very Low,Very Low,,,,Very Low,Very Low,Very Low,,Very Low,Very Low,Very Low,,,,10.0,Everyday.,4.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
541,9/11/2020 18:30:08,20.0,Kerala,Female,Student in college but not final year.,High,No,Yes. And it is worrying.,<1 hour/day,3:00:00 AM,10.0,10:00:00 AM,7.0,Fairly Bad,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month.,Not during the past month.,Once or twice a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,Nearly every day,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mbbs 2 nd yr,No,No,"Yes, they complement it. And I feel positive about it.",Very Low,,,,Low,,,Low,,,,,,,,20.0,Most of the time.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
